boorong,1,1.0
boorong,2,0.6
boorong,3,1.0
boorong,4,1.0
boorong,5,1.0
india,1,1.0
india,2,1.0
india,3,1.0
india,4,1.0
india,5,0.25
india,6,0.75
india,7,1.0
india,8,0.6
india,9,1.0
india,10,1.0
india,11,0.5555555555555556
india,12,0.5
india,13,1.0
india,14,1.0
india,15,1.0
india,16,1.0
india,17,0.0
india,18,0
india,19,0.6666666666666666
indomalay,1,1.0
indomalay,2,0.75
indomalay,3,0.8
indomalay,4,0.3333333333333333
indomalay,5,0.875
indomalay,6,0.625
indomalay,7,1.0
indomalay,8,0.45454545454545453
indomalay,9,1.0
indomalay,10,1.0
marshall,1,1.0
marshall,2,1.0
marshall,3,1.0
marshall,4,0.625
marshall,5,1.0
marshall,6,0.75
marshall,7,0.0
marshall,8,1.0
marshall,9,0.8333333333333334
marshall,10,1.0
marshall,11,0.1111111111111111
marshall,12,0.6
marshall,13,0.6666666666666666
marshall,14,1.0
marshall,15,0.0
marshall,16,1.0
marshall,17,0
marshall,18,1.0
marshall,19,1.0
marshall,20,1.0
marshall,21,0
marshall,22,0.6666666666666666
marshall,23,1.0
marshall,24,1.0
marshall,25,0.0
marshall,26,1.0
marshall,27,0.75
marshall,28,0.6666666666666666
marshall,29,0.7142857142857143
marshall,30,1.0
marshall,31,0.5
marshall,32,1.0
marshall,33,0.6
marshall,34,0.3333333333333333
marshall,35,0.8333333333333334
marshall,36,1.0
marshall,37,1.0
marshall,38,0.0
pacariqtambo,1,0.5555555555555556
pacariqtambo,2,1.0
pacariqtambo,3,0.5714285714285714
pacariqtambo,4,1.0
pacariqtambo,5,1.0
pacariqtambo,6,0.5
pacariqtambo,7,0.3333333333333333
pacariqtambo,8,1.0
anutan,1,0.16666666666666666
anutan,2,1.0
anutan,3,0.0
anutan,4,1.0
anutan,5,0.5
anutan,6,0.0
anutan,7,1.0
anutan,8,1.0
anutan,9,0.4166666666666667
anutan,10,0.5555555555555556
anutan,11,0.8571428571428571
arabic_moon_stations,1,1.0
arabic_moon_stations,2,0
arabic_moon_stations,3,0.6
arabic_moon_stations,4,1.0
arabic_moon_stations,5,1.0
arabic_moon_stations,6,1.0
arabic_moon_stations,7,1.0
arabic_moon_stations,8,1.0
arabic_moon_stations,9,1.0
arabic_moon_stations,10,0.0
arabic_moon_stations,11,0
arabic_moon_stations,12,0
arabic_moon_stations,13,0.6666666666666666
arabic_moon_stations,14,1.0
arabic_moon_stations,15,1.0
arabic_moon_stations,16,0.6666666666666666
arabic_moon_stations,17,1.0
arabic_moon_stations,18,0.0
arabic_moon_stations,19,0
arabic_moon_stations,20,0.0
belarusian,1,0.875
belarusian,2,0.8333333333333334
belarusian,3,1.0
belarusian,4,0.5
belarusian,5,0.8333333333333334
belarusian,6,1.0
belarusian,7,1.0
belarusian,8,1.0
belarusian,9,0.0
belarusian,10,0.6666666666666666
belarusian,11,0.0
belarusian,12,0
belarusian,13,0.0
belarusian,14,0.3333333333333333
belarusian,15,0.0
belarusian,16,0.0
chinese,1,0.8571428571428571
chinese,2,0
chinese,3,0.45454545454545453
chinese,4,0
chinese,5,0.5
chinese,6,0.6666666666666666
chinese,7,1.0
chinese,8,0
